date,description,source,source_link,triplets
24 July 2020,A declassified briefing card utilized by the Navy’s Chief of Information and the Office of Information tells all personnel to “not refer to UAPs as UFOs. The latter term is intrinsically linked to the concept of extraterrestrials and the associated hysteria generated by the media that cover this topic.” It was prepared by Capt. Joseph F. Gradisher and OSD Public Affairs Susan Gough. The card suggests the Navy was attempting to avoid public discussion of the extraterrestrial hypothesis and had a strategic priority to avoid “hysteria.”,,,"[('Susan Gough', 'position held', 'OSD Public Affairs')]"
30 November 2020,Navy crypto communications operator Karson Kammerzell says he was on the USS Princeton at the time of the reported “Tic Tac” event and the object that interacted with Fravor's squadron was a triangle. Kammerzell claims the Tic Tac story is a coverup of a triangle Princeton encounter and infers **AATIP** and those speaking about a Tic Tac encounter are covering up a triangle encounter.,,,"[('USS Princeton', 'operator', 'Navy')]"
30 November 2020,Coast Guard retiree Shannon Lee states he witnessed a 10-12 foot silver disc pulled from the Atlantic Ocean near the Mariana Trench and was later briefed and told by his CO they saw them many times. He states USAF officials were in port when they returned and he was told to sign an NDA.,,,"[('Mariana Trench', 'located in or next to body of water', 'Atlantic Ocean')]"
4 December 2020,"Jacques Vallée states in 2020 that the entity that controls the UAP issue and controls study of it in intelligence agencies (like the CIA) is a “private contractor.” He nervously says he doesn’t want to reveal who has UAP metals, but then James Fox asks him if he can indirectly answer the question by discussing a contractor involved in the Robertson Panel, and Vallee states it is Battelle Memorial Institute. He then won’t answer any more questions on if Battelle has UAP crash recovered metals.",,,"[('CIA', 'instance of', 'intelligence agencies')]"
12 December 2020,"John Marcel, grandson of Jesse Marcel Sr., states his grandfather and father (Jesse Marcel Jr.) held debris recovered from a UAP crash near Roswell, NM on",,,"[{'head': 'Jesse Marcel Sr.', 'type': 'child', 'tail': 'Jesse Marcel Jr.'}, ('Jesse Marcel Jr.', 'father', 'Jesse Marcel Sr.')]"
1 May 2021,"Former Sen. Harry Reid says he was told “for decades” that Lockheed Martin was in possession of UAP fragments from a crash site. Reid says the Pentagon would not give him access to the program. “I don’t know…what kind of classification it was, but they would not give that to me.”",,,"[('UAP', 'manufacturer', 'Lockheed Martin')]"
1 May 2021,"An anonymous “government insider” tells ufologist Joe Murgia that: “Various people within the United States government, in positions of oversight and who you would think had access to all UAP programs, did not find the UAP crash retrieval program when they looked because they never knew of its existence. I, and others in my circle, have discussed the topic with them of how one cannot find waived-unacknowledged SAPs that operate outside of Section 119 of Title 10. In fact, a DoD office can create a shell company and then transfer funds to it under an unremarkable commercial defense services contract. Then that shell company turns around and gives a subcontract to a third-party aerospace/defense firm that hosts a waived-unacknowledged SAP that operates outside of Sect. 119 of Title 10. This usually hides (making the audit trail terminate at the shell company) the flow of money going to the third party company that’s running a waived-unacknowledged SAP where a UAP crash retrieval program is hidden.”",,,"[('Joe Murgia', 'field of work', 'ufologist')]"
5 May 2021,"Former SSCI Staff Director and former Deputy Assistant Secretary of Defense for Intelligence Christopher K. Mellon states in a public podcast that if he were President, the first thing he’d want to know is the “Department of Energy, all of their Special Programs \[...\].” Mellon is likely suggesting he believes key UAP information is held there, given the nature of his outreach and stated purpose of speaking publicly.",,,"[('Christopher K. Mellon', 'position held', 'Deputy Assistant Secretary of Defense for Intelligence')]"
19 May 2021,Steven Greer states Daniel Sheehan told him Lue Elizondo informed Sheehan he was in a facility where an actual extraterrestrial vehicle was “stored.” Sheehan represents Elizondo as his lawyer.,,,"[{'head': 'Daniel Sheehan', 'type': 'employer', 'tail': 'Lue Elizondo'}, ('Lue Elizondo', 'employer', 'Daniel Sheehan')]"
25 June 2021,"The ODNI’s report to Congressional Intelligence and Armed Services Committees on progress made by the **Unidentified Aerial Phenomena Task Force** (**UAPTF**) is published. The **UAPTF** discloses (p2) it received input from USD(I&S), DIA, FBI, NRO, NGA, NSA, Air Force, Army, Navy, Marine Corps, DARPA, FAA, NASA, NOAA, ODNI and presumably CIA, whose name is redacted.",,,"[('Navy', 'has part', 'Marine Corps')]"
26 May 2021,Former **AATIP** director Lue Elizondo states some “elements'' of a group were interfering with **AATIP**’s ability to collect and analyze UAP data while **AATIP** was operating inside OUSDI&S. Elizondo states there is speculation a “secret government \[or\] society” exists and it intimidates people into silence.,,,"[('Lue Elizondo', 'employer', 'OUSDI&S')]"
10 June 2021,"Former **AATIP** director Lue Elizondo states the following when asked a question about an oceanic UAP crash retrieval during the **Operation Starfish Prime** nuclear test which produced a large EMP: “There may be some significance to EMPs…\[it\] can interfere with whatever this technology is and its proposition…you now have a very interesting scenario where whatever is keeping these things up in the sky it no longer does that…so now all of the sudden the bubble pops, and so all of a sudden comes crashing down this object that has no wings, no tail, no ailerons, no obvious signs of propulsion, and now it really does become a brick and that brick falls. Now all of a sudden, gravity has a say.”",,,"[('Operation Starfish Prime', 'instance of', 'nuclear test')]"
25 June 2020,"USN CMDR Will Miller states he believes “we” have our own transluminal velocity craft that go anywhere in space and time; Miller states there are probably multiple “control groups,” each covering certain aspects of the UAP issue; one for crash retrievals, another for collecting reports, another for oversight; there are a limited number of contractors who could do this.",,,"[('Will Miller', 'military rank', 'CMDR')]"
29 June 2021,"Mark Sokol, founder of New Jersey-based Falcon Space, states he has built a device to detect gravity-induced changes in light to detect if various antigravity strategies were successful; he states he has funding to run experiments from “several billionaires” who he declines to name, and he’s had “lots of people offer lots of money to take this to the next stage, which would be building a full-sized craft.” Sokol did not state who the funders were nor did he discuss the specific antigravity mechanism he would utilize in a craft.",,,"[('Falcon Space', 'founded by', 'Mark Sokol')]"
29 June 2021,"Ufologist Richard Dolan states a source familiar with the portion of the **UAPTF** report presented to Congress that was not released to the public relates to the following: energy pulse, ion, anti-gravity, anti-matter, ramjet hydrogen and compressed nuclear propulsion systems; additionally, his source claims “exotic elements for energy research” are ET related and known by **UAPTF**; most are managed under DARPA by a team known as “**Advance Group-6**.” Prototypes of the craft, he claims, utilizing this advanced technology are being flown at Tonopah AFB Test Range and Area 51. “None of these experimental crafts can be contributed to the sightings photographed by the US Navy,” he concludes.",,,"[('Richard Dolan', 'field of work', 'Ufologist')]"
29 June 2021,"Journalist Ross Coulthart states a source of his told him Lue Elizondo was a liaison of the SAPOC, specifically to the Senior Review Group (SRG). In this position, Coulthart claims he was told Elizondo would likely have been read on to waived/carve-out UAP SAPs.",,,"[('Lue Elizondo', 'employer', 'SAPOC')]"
1 August 2021,"Australian journalist Ross Coulthart writes that a source told him he was asked by an executive at an aerospace company in Long Beach, CA to go “deep undercover” to have access to “the wreckage and the humanoids.” The executive allegedly told the source the program was controlled by a relatively small group of people, not all in government, including people in aerospace, intelligence and corporate financial communities.",,,"[('Ross Coulthart', 'country of citizenship', 'Australia')]"
